汉中小蜜蜂装饰有限公司 ,陕西省汉中市汉台区劳动西路汉水名城45号,18191169398,2686607,
陕西九朝装饰工程有限公司汉中分公司 ,汉中市汉台区西一环路嘉远建材3楼（普罗旺斯...,13379362062,2960950,
