北京尚艺莱装饰有限公司三河分公司 ,燕郊经济技术开发区迎宾南路1公里,15127674545,400-066-8090,
北京鑫旭伟业装饰工程有限公司 ,燕郊迎宾路北田园牧歌底商,15831625361,0552158,
