四川图美家装饰工程有限公司 ,武侯区一环路西一段索尔国际5楼,15208273765,84424255,
成都中恒欢乐家装饰工程有限公司 ,成都市青羊区八宝街新城市广场A栋5楼,18328477592,86114671,
成都菡萏怡景装饰设计工程有限公司 ,成华区驷马桥圣地亚家居4楼,15982085242,400-869-9028,
