泰州匠心建筑装饰工程有限公司 ,姜堰市南环西路999号科技大厦310,15961099918,80776208,
泰州市波涛装饰工程有限公司 ,泰州市姜堰区金湖湾花苑7-101-104,13641598448,88580308,
七彩石装饰建设有限公司            ,泰州永兴东路东润第一城向东400米,4008-659-600,,
苏派装饰工程有限公司            ,,4008-659-600,,
广东星艺装饰分公司            ,江苏省泰州市海陵区鼓楼北路48号,4008-659-600,,
华庭装饰工程有限公司            ,,4008-659-600,,
博盛装饰工程有限公司            ,,4008-659-600,,
鼎尚装饰工程有限公司            ,,4008-659-600,,
市美旗林装饰有限公司            ,泰州书城向北60米,4008-659-600,,
市锡南装饰工程有限公司            ,泰州市海陵区百饰得装饰城3#220,4008-659-600,,
紫名都装饰工程有限公司            ,,4008-659-600,,
泰州市京达建设有限公司            ,姜堰大道1058号（香溪美地一期与二期中间...,4008-659-600,,
兴化美兴装饰            ,,4008-659-600,,
泰州市华扬艺松建设工程有限公司            ,姜堰三水大道239-6,4008-659-600,,
姜堰区全佳装饰工程有限公司            ,姜堰区马场路230号,4008-659-600,,
姜堰盛世装饰            ,姜堰区荷叶路263号,4008-659-600,,
泰州东鹏装饰工程有限公司            ,泰州市姜堰区罗塘街道花园路655,4008-659-600,,
浩宇装饰            ,,4008-659-600,,
泰州市星衡装饰工程有限公司            ,江苏泰州市姜堰区古田西路177号,4008-659-600,,
姜堰恒祥建筑装饰有限公司            ,姜堰金鑫花苑,4008-659-600,,
金房子装饰工程有限公司            ,泰州市海陵区鼓楼北路5-3号,4008-659-600,,
自然之风装饰设计有限公司            ,泰州市高港区龙锦华庭2-14、15,4008-659-600,,
上海春艺分公司            ,泰州海陵区育才路99号--21号(天和家园...,4008-659-600,,
市龙创装饰工程有限公司            ,泰州海陵区鼓楼北路5-17(香江花园东大门...,4008-659-600,,
江苏环宸建设工程有限公司            ,江苏省泰州市鼓楼南路286号B栋18,19,4008-659-600,,
市亚光亚装饰工程有限公司            ,济川西路378-379号。明珠小区北大门对...,4008-659-600,,
靖江市三星装饰工程有限公司            ,靖江市中洲路新天地滨江花园F-9号,4008-659-600,,
爱尚装饰工程有限公司            ,,4008-659-600,,
天创缘装饰工程有限公司            ,,4008-659-600,,
北京鸿达尚品家居装饰有限公司分公司            ,迎春东路169号15室,4008-659-600,,
三星装饰余工设计楼有限公司            ,海陵区济川路141号(万达广场往东),4008-659-600,,
邺之峰装饰            ,泰州市高港区春港东路88号龙锦华庭4-09...,4008-659-600,,
益利装饰有限公司            ,泰州市海陵区百饰得装饰城A3幢五楼,4008-659-600,,
广州市美星装饰设计有限公司分公司            ,海陵区鼓楼南路345号(世纪联华斜对面),4008-659-600,,
南京泽明装饰设计工程有限公司 公司            ,泰州市 万达广场写字楼 1302室,4008-659-600,,
市金蜗牛装饰工程有限公司            ,泰州市海陵南路289号-56，恒景国际花园...,4008-659-600,,
市能工良品装饰设计工程有限公司            ,济川路万达写字楼1208室,4008-659-600,,
飞扬装饰工程有限公司            ,泰州市海陵区鼓楼南路327号（科技局对面）,4008-659-600,,
金凤凰装饰工程有限公司            ,,4008-659-600,,
宏海装饰工程有限公司            ,,4008-659-600,,
