绍兴市上虞区蓝图装饰工程有限公司 ,绍兴市上虞区王充路568号颖泰大厦18楼,18606751100,82891000,
绍兴市上虞区名邸装饰工程有限公司 ,绍兴市上虞区百官街道江东北路588号7楼,13735323629,82186270,
广东华浔品味装饰集团上虞分公司 ,上虞市民大道1628号市政府斜对面华浔品味...,13819577816,82397339,
绍兴上虞家年华装饰有限公司 ,浙江省绍兴市上虞区百官街道市民大道1690...,13388683086,82890068,
杭州中韬建筑设计工程有限公司 ,上虞鑫隆财富广场304室305室,18767103267,6103267,
绍兴上虞天宏装饰有限公司 ,上虞百官街道新天龙大厦701,18258578060,89292986,
上虞市鼎业建筑装饰工程有限公司 ,浙江省绍兴市上虞区百官街道大普路551号,13858585379,400-057-5185,
上虞市舟艺装饰工程有限公司            ,上虞市,城北区,王充路287-289号,4008-659-600,,
上虞名家装饰工程有限公司            ,上虞市,城北区,王充路792号,4008-659-600,,
上虞欣林装饰工程有限公司            ,峰山路405号 (金通华府西大门正对面),4008-659-600,,
上虞市名匠空间装饰工程有限公司            ,上虞市藕舫路430号,4008-659-600,,
浙江康源装饰集团有限公司            ,上虞百官街道凤呜路新世纪花园257-263...,4008-659-600,,
绍兴市上虞区乐道家居用品有限公司            ,上虞区峰山南路650号佰怡家,4008-659-600,,
绍兴良品装饰工程有限公司            ,上虞王充路778号永利大厦10楼101室,4008-659-600,,
南昌创艺装饰工程有限公司            ,青云谱区解放西路坛子口明珠广场h座23楼整...,4008-659-600,,
上虞依格装饰工程有限公司            ,绍兴市,上虞市,王充路578号金城大厦19...,4008-659-600,,
南昌市鸿基伟业装饰工程有限公司            ,江西省南昌市南京西路555号永溪 大厦11...,4008-659-600,,
南昌市丽庭装饰工程有限公司            ,南昌市南京东路鹿鼎国际988号四楼8080...,4008-659-600,,
绍兴上虞东哥装饰工程有限公司            ,上虞高铁新城万达SOHO2号楼2717室,4008-659-600,,
上虞市龍浩装饰工程有限公司            ,绍兴市,上虞市,渡江路,4008-659-600,,
鲁班装饰设计有限公司            ,四川南昌,4008-659-600,,
绍兴上虞区麦点装饰有限公司            ,上虞区曹娥街道花园新村28幢南1室,4008-659-600,,
新传奇装饰有限公司            ,南昌市高新大道1755号,4008-659-600,,
绍兴市城市色彩装饰设计有限公司            ,浙江省绍兴市上虞区城东工业园区内,4008-659-600,,
绍兴上虞青山文化石有限公司            ,浙江绍兴上虞,4008-659-600,,
南昌宅速美装饰工程有限公司            ,南昌市西湖区洪城路987号丽都大厦b栋7层,4008-659-600,,
